"","X","Transect_Site","WD","logFruitLength","logFruitWidth","logSeedLength","logSeedWidth","logSugar","logFat","logProtein","logNitrogen","logTannins","logSLA","Species","Predicted","tpi","roughness","slope","aspect","flowdir","lat","long","Site"
"48",48,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Propithecus_edwardsi",2.481851613,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"49",49,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Eulemur_rufifrons",0.386500126,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"50",50,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Lepilemur_microdon",0.333212287,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"51",51,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Hapalemur_griseus",1.10523476,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"52",52,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Microcebus_rufus",2.78019993,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"53",53,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Avahi_laniger",0.444431808,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"54",54,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Eulemur_rubriventer",2.405783642,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"55",55,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Cheirogaleus_crossleyi",0.594242269,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
"56",56,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Avahi_laniger",0.449832723,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"57",57,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Propithecus_edwardsi",2.536962879,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"58",58,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Hapalemur_griseus",1.167866034,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"59",59,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Lepilemur_microdon",0.530551616,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"60",60,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Microcebus_rufus",2.888621842,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"61",61,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Varecia_variegata",0.062316213,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"62",62,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Cheirogaleus_crossleyi",0.464011042,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"63",63,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Eulemur_rubriventer",3.312789365,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"64",64,"Maharira_A",0.572476961070702,2.65314559368484,2.54631646269989,2.18670828682239,1.92450749675322,2.22338928316676,1.68550787116167,4.26893410852422,0.761282336500624,0.168257208555429,2.31729432297722,"Eulemur_rufifrons",0.199004846,68.875,214,2.830472289,64.3091396,1,-21.332,47.414,"Maharira"
"65",65,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Eulemur_rufifrons",0.181822397,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"66",66,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Propithecus_edwardsi",2.317287923,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"67",67,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Avahi_laniger",0.429337892,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"68",68,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Varecia_variegata",0.070567707,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"69",69,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Microcebus_rufus",2.857909299,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"70",70,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Cheirogaleus_crossleyi",0.465159039,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"71",71,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Lepilemur_microdon",0.508731177,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
"72",72,"Maharira_B",0.597539130077454,2.85970551425943,2.66810811731862,2.38877964252288,1.98583301893601,2.08491503859267,1.55518803873933,4.25431547618862,0.765537181170142,0.191367158626692,2.21343769670673,"Eulemur_rubriventer",2.338924697,68.875,214,2.830472289,64.3091396,1,-21.333,47.411,"Maharira"
