"","X","Transect_Site","WD","logFruitLength","logFruitWidth","logSeedLength","logSeedWidth","logSugar","logFat","logProtein","logNitrogen","logTannins","logSLA","Species","Predicted","tpi","roughness","slope","aspect","flowdir","lat","long","Site"
"35",35,"Ampatsoana_D",0.582513615138123,2.74319863311676,2.58049601307748,2.21503272840228,1.98732926062545,2.35019155154504,1.64873177533712,3.54801914893138,0.79353575859369,0.161185727883684,2.34167083186368,"Avahi_laniger",0.511164378,-18.25,97,1.867807649,158.7168475,2,-21.022,47.438,"Ampatsoana"
"36",36,"Ampatsoana_D",0.582513615138123,2.74319863311676,2.58049601307748,2.21503272840228,1.98732926062545,2.35019155154504,1.64873177533712,3.54801914893138,0.79353575859369,0.161185727883684,2.34167083186368,"Cheirogaleus_crossleyi",0.783454975,-18.25,97,1.867807649,158.7168475,2,-21.022,47.438,"Ampatsoana"
"37",37,"Ampatsoana_E",0.578352568552733,2.73767914612682,2.65467124009442,2.30715908686475,2.08821146478824,2.62926341654883,1.64902326041979,3.71765964911645,0.79946549991121,0.150596692127325,2.4097073658259,"Eulemur_rubriventer",4.06603292,73.75,157,2.849723776,53.16272243,1,-21.016,47.454,"Ampatsoana"
"38",38,"Ampatsoana_E",0.578352568552733,2.73767914612682,2.65467124009442,2.30715908686475,2.08821146478824,2.62926341654883,1.64902326041979,3.71765964911645,0.79946549991121,0.150596692127325,2.4097073658259,"Hapalemur_griseus",1.148939773,73.75,157,2.849723776,53.16272243,1,-21.016,47.454,"Ampatsoana"
"39",39,"Ampatsoana_E",0.578352568552733,2.73767914612682,2.65467124009442,2.30715908686475,2.08821146478824,2.62926341654883,1.64902326041979,3.71765964911645,0.79946549991121,0.150596692127325,2.4097073658259,"Propithecus_edwardsi",2.934048858,73.75,157,2.849723776,53.16272243,1,-21.016,47.454,"Ampatsoana"
"40",40,"Ampatsoana_E",0.578352568552733,2.73767914612682,2.65467124009442,2.30715908686475,2.08821146478824,2.62926341654883,1.64902326041979,3.71765964911645,0.79946549991121,0.150596692127325,2.4097073658259,"Eulemur_rufifrons",0.60314859,73.75,157,2.849723776,53.16272243,1,-21.016,47.454,"Ampatsoana"
"41",41,"Ampatsoana_E",0.578352568552733,2.73767914612682,2.65467124009442,2.30715908686475,2.08821146478824,2.62926341654883,1.64902326041979,3.71765964911645,0.79946549991121,0.150596692127325,2.4097073658259,"Varecia_variegata",0.161162825,73.75,157,2.849723776,53.16272243,1,-21.016,47.454,"Ampatsoana"
"42",42,"Ampatsoana_F",0.578419766514106,2.76801642192501,2.61372708555858,2.1113348226447,1.87421267069963,2.3038401196373,1.59170713522418,3.56056455398474,0.779822294388943,0.131953915240522,2.35260304482495,"Propithecus_edwardsi",2.951758488,-41.875,74,1.411508436,9.780556983,64,-21.002,47.426,"Ampatsoana"
"43",43,"Ampatsoana_F",0.578419766514106,2.76801642192501,2.61372708555858,2.1113348226447,1.87421267069963,2.3038401196373,1.59170713522418,3.56056455398474,0.779822294388943,0.131953915240522,2.35260304482495,"Hapalemur_griseus",1.137163755,-41.875,74,1.411508436,9.780556983,64,-21.002,47.426,"Ampatsoana"
"44",44,"Ampatsoana_F",0.578419766514106,2.76801642192501,2.61372708555858,2.1113348226447,1.87421267069963,2.3038401196373,1.59170713522418,3.56056455398474,0.779822294388943,0.131953915240522,2.35260304482495,"Eulemur_rubriventer",3.90416262,-41.875,74,1.411508436,9.780556983,64,-21.002,47.426,"Ampatsoana"
"45",45,"Ampatsoana_F",0.578419766514106,2.76801642192501,2.61372708555858,2.1113348226447,1.87421267069963,2.3038401196373,1.59170713522418,3.56056455398474,0.779822294388943,0.131953915240522,2.35260304482495,"Varecia_variegata",0.199625237,-41.875,74,1.411508436,9.780556983,64,-21.002,47.426,"Ampatsoana"
"46",46,"Ampatsoana_F",0.578419766514106,2.76801642192501,2.61372708555858,2.1113348226447,1.87421267069963,2.3038401196373,1.59170713522418,3.56056455398474,0.779822294388943,0.131953915240522,2.35260304482495,"Eulemur_rufifrons",0.73119429,-41.875,74,1.411508436,9.780556983,64,-21.002,47.426,"Ampatsoana"
"47",47,"Ampatsoana_G",0.57557248381103,2.69685764075182,2.5346023582253,2.13501559278335,1.90092650987343,2.42568826129783,1.69821063541466,3.53135159816495,0.732498757063938,0.147546941244931,2.26208454296802,"Varecia_variegata",0.139854216,12.625,74,1.215538947,122.4822307,1,-21.011,47.388,"Ampatsoana"
